risk_score,risk_tier,action,actual_fraud
0.003704292174915281,LOW,APPROVE,0
0.05079223136236094,LOW,APPROVE,0
0.005381062311253303,LOW,APPROVE,0
0.006955621177792059,LOW,APPROVE,0
0.009801605967513732,LOW,APPROVE,0
0.0010442107480918414,LOW,APPROVE,0
0.03308172732799803,LOW,APPROVE,0
0.003899597444420176,LOW,APPROVE,0
0.00258609283569788,LOW,APPROVE,0
0.006635883460264389,LOW,APPROVE,0
0.02460827079148499,LOW,APPROVE,0
0.0053154457788233515,LOW,APPROVE,0
0.003887256796348981,LOW,APPROVE,0
0.004611142474586111,LOW,APPROVE,0
0.01773079097253634,LOW,APPROVE,0
0.0038819481131146427,LOW,APPROVE,0
0.023951888905547624,LOW,APPROVE,0
0.009700328826109626,LOW,APPROVE,0
0.23034622701915367,MEDIUM,REVIEW,0
0.034040846066073265,LOW,APPROVE,0
0.018043082659494388,LOW,APPROVE,0
0.013041122042572876,LOW,APPROVE,0
0.016946489669771404,LOW,APPROVE,0
0.004612899514624762,LOW,APPROVE,0
0.005079756454679514,LOW,APPROVE,0
0.0019831923073989092,LOW,APPROVE,0
0.005092929028335328,LOW,APPROVE,0
0.0030507761352517202,LOW,APPROVE,0
0.0037035623528877152,LOW,APPROVE,0
0.01987518399048194,LOW,APPROVE,0
0.013178883075397885,LOW,APPROVE,0
0.003199299534029258,LOW,APPROVE,0
0.008447726089153337,LOW,APPROVE,0
0.010130504418930108,LOW,APPROVE,0
0.0017179529691601896,LOW,APPROVE,0
0.027193478896349522,LOW,APPROVE,0
0.010509647876363009,LOW,APPROVE,0
0.01990613225537147,LOW,APPROVE,0
0.0022124731386379067,LOW,APPROVE,0
0.007423478510765681,LOW,APPROVE,0
0.003458049487732155,LOW,APPROVE,0
0.011106657355701354,LOW,APPROVE,0
0.0019928517753586054,LOW,APPROVE,0
0.0013650081154694496,LOW,APPROVE,0
0.037833666650311924,LOW,APPROVE,0
0.0007759956073663787,LOW,APPROVE,0
0.0053917230096338425,LOW,APPROVE,0
0.0014988407689990777,LOW,APPROVE,0
0.056473529049890434,LOW,APPROVE,0
0.016381609681498228,LOW,APPROVE,0
0.002955095336289082,LOW,APPROVE,0
0.009219360138020376,LOW,APPROVE,0
0.4691555430760771,MEDIUM,REVIEW,1
0.0049115764157130724,LOW,APPROVE,0
0.002661092396469861,LOW,APPROVE,0
0.0013373562726044733,LOW,APPROVE,0
0.0025840533949842547,LOW,APPROVE,0
0.0007933919522700911,LOW,APPROVE,0
0.06489340833246894,LOW,APPROVE,0
0.003383583713380748,LOW,APPROVE,0
0.002103821127902451,LOW,APPROVE,0
0.0018305480333075232,LOW,APPROVE,0
0.036908791463385666,LOW,APPROVE,0
0.0074036288317136205,LOW,APPROVE,0
0.007671182909422161,LOW,APPROVE,0
0.008905507895622304,LOW,APPROVE,0
0.00865339874684667,LOW,APPROVE,0
0.017314304773844328,LOW,APPROVE,0
0.0027678622704298194,LOW,APPROVE,0
0.017571816066586036,LOW,APPROVE,0
0.0016164089341276873,LOW,APPROVE,0
0.010713769949577893,LOW,APPROVE,0
0.018695482171586644,LOW,APPROVE,0
0.3602354801115656,MEDIUM,REVIEW,1
0.12964598354352708,MEDIUM,REVIEW,0
0.016381609681498228,LOW,APPROVE,0
0.0014988407689990777,LOW,APPROVE,0
0.006601522868031601,LOW,APPROVE,0
0.006631449667838018,LOW,APPROVE,0
0.0020842390811745565,LOW,APPROVE,0
0.015783268210750257,LOW,APPROVE,0
0.007622292175554463,LOW,APPROVE,0
0.008521919921163556,LOW,APPROVE,0
0.0018541062897737119,LOW,APPROVE,0
0.005173816579153577,LOW,APPROVE,0
0.010362488625999856,LOW,APPROVE,0
0.00033944430031799643,LOW,APPROVE,0
0.02557152129340486,LOW,APPROVE,0
0.04703625384872085,LOW,APPROVE,0
0.0030515751953889207,LOW,APPROVE,0
0.004123599043756759,LOW,APPROVE,0
0.05431987044433901,LOW,APPROVE,0
0.033573540152618944,LOW,APPROVE,0
0.00033944430031799643,LOW,APPROVE,0
0.005796301737265503,LOW,APPROVE,0
0.004046735497855623,LOW,APPROVE,0
0.009066042811699085,LOW,APPROVE,0
0.05246223716846742,LOW,APPROVE,0
0.010306730306058859,LOW,APPROVE,0
0.0019995965462466236,LOW,APPROVE,0
0.012444799259750963,LOW,APPROVE,0
0.0028049375746371547,LOW,APPROVE,0
0.044728195805502,LOW,APPROVE,0
0.0020346779191265517,LOW,APPROVE,0
0.009006740889665039,LOW,APPROVE,0
0.01375217906659213,LOW,APPROVE,0
0.0011445817207935255,LOW,APPROVE,0
0.004208355349340842,LOW,APPROVE,0
0.0039041475824452294,LOW,APPROVE,0
0.003634849729863358,LOW,APPROVE,0
0.10853767944521113,MEDIUM,REVIEW,0
0.011503365603681419,LOW,APPROVE,0
0.017844463689058256,LOW,APPROVE,0
0.0033587806764093227,LOW,APPROVE,0
0.8390805386926792,HIGH,BLOCK,1
0.016381609681498228,LOW,APPROVE,0
0.009770053572155605,LOW,APPROVE,0
0.009886790255597825,LOW,APPROVE,0
0.0018598516131133665,LOW,APPROVE,0
0.0028512687079119536,LOW,APPROVE,0
0.007508946470422583,LOW,APPROVE,0
0.005694982161346344,LOW,APPROVE,0
0.003447125475891131,LOW,APPROVE,0
0.01467711557030298,LOW,APPROVE,0
0.011984669469094583,LOW,APPROVE,0
0.014169625544811014,LOW,APPROVE,0
0.010404281173320581,LOW,APPROVE,0
0.0026521365425792895,LOW,APPROVE,0
0.004021964962770779,LOW,APPROVE,0
0.013715357139087541,LOW,APPROVE,0
0.03073220389888339,LOW,APPROVE,0
0.002335489166400982,LOW,APPROVE,0
0.004027259065995463,LOW,APPROVE,0
0.0014988407689990777,LOW,APPROVE,0
0.002887668007583942,LOW,APPROVE,0
0.004833926667237893,LOW,APPROVE,0
0.025977943344447682,LOW,APPROVE,0
0.7153281554202527,HIGH,BLOCK,1
0.010531965839658796,LOW,APPROVE,1
0.005864768842419339,LOW,APPROVE,0
0.001776290737834632,LOW,APPROVE,0
0.011701948854078801,LOW,APPROVE,0
0.006968075543779848,LOW,APPROVE,0
0.026216912591279687,LOW,APPROVE,0
0.058658579739801854,LOW,APPROVE,0
0.0009997267976393869,LOW,APPROVE,0
0.0013197005076867657,LOW,APPROVE,0
0.003479141441172852,LOW,APPROVE,0
0.018281621543965388,LOW,APPROVE,0
0.00760552600152281,LOW,APPROVE,0
0.004673512145781789,LOW,APPROVE,0
0.005547762287880466,LOW,APPROVE,0
0.0025576966818685832,LOW,APPROVE,0
0.062330230654933726,LOW,APPROVE,0
0.006474496831687974,LOW,APPROVE,0
0.0019271636383957538,LOW,APPROVE,0
0.002974205439222021,LOW,APPROVE,0
0.0020057991276426026,LOW,APPROVE,0
0.0029700338389250353,LOW,APPROVE,0
0.0028692454509539034,LOW,APPROVE,0
0.024446082248728213,LOW,APPROVE,0
0.003916698872376995,LOW,APPROVE,0
0.003361977468614737,LOW,APPROVE,0
0.007542125015501961,LOW,APPROVE,0
0.01353814807322826,LOW,APPROVE,0
0.0014739512234924793,LOW,APPROVE,0
0.0018602347645146355,LOW,APPROVE,0
0.0024024334647532414,LOW,APPROVE,0
0.0054749035654538805,LOW,APPROVE,0
0.0041549156192437564,LOW,APPROVE,0
0.018415352298285392,LOW,APPROVE,0
0.00127877054874461,LOW,APPROVE,0
0.00346488518175925,LOW,APPROVE,0
0.003663751861341561,LOW,APPROVE,0
0.03638412183732841,LOW,APPROVE,0
0.01777220049178759,LOW,APPROVE,1
0.05846534323017649,LOW,APPROVE,0
0.031343202950305495,LOW,APPROVE,0
0.011488659120582619,LOW,APPROVE,0
0.02713904390223289,LOW,APPROVE,0
0.006675954038732799,LOW,APPROVE,0
0.0022036791321737503,LOW,APPROVE,0
0.00241794527288986,LOW,APPROVE,0
0.007656419179357226,LOW,APPROVE,0
0.0011618528627503333,LOW,APPROVE,0
0.17529441644003133,MEDIUM,REVIEW,0
0.01172149370566366,LOW,APPROVE,0
0.0104699676262469,LOW,APPROVE,0
0.00821208896994976,LOW,APPROVE,0
0.0014739512234924793,LOW,APPROVE,0
0.004782194329241725,LOW,APPROVE,0
0.006436631618325933,LOW,APPROVE,0
0.013553305002635139,LOW,APPROVE,0
0.0048683578262955435,LOW,APPROVE,0
0.007095368393533114,LOW,APPROVE,0
0.0025934242748931547,LOW,APPROVE,0
0.00812516137752827,LOW,APPROVE,0
0.011082691896817218,LOW,APPROVE,0
0.010548319895347009,LOW,APPROVE,0
0.007225680285446089,LOW,APPROVE,0
0.05694287785673818,LOW,APPROVE,0
0.0012944456201488062,LOW,APPROVE,0
0.006871737686145299,LOW,APPROVE,0
0.005768735695772842,LOW,APPROVE,0
0.022431784228115422,LOW,APPROVE,0
0.011064983060121374,LOW,APPROVE,0
0.01694363841990155,LOW,APPROVE,0
0.0014704477330302168,LOW,APPROVE,0
0.006726876805615581,LOW,APPROVE,0
0.0023028376309078102,LOW,APPROVE,0
0.01533216568613709,LOW,APPROVE,0
0.002694854167081549,LOW,APPROVE,0
0.0062051046707648876,LOW,APPROVE,0
0.018346757414738003,LOW,APPROVE,0
0.016178935531229077,LOW,APPROVE,0
0.0005774684519045598,LOW,APPROVE,0
0.004040968539977714,LOW,APPROVE,0
0.006790391446995583,LOW,APPROVE,0
0.0014739512234924793,LOW,APPROVE,0
0.0015909499459216471,LOW,APPROVE,0
0.0027221485474311353,LOW,APPROVE,0
0.0014739512234924793,LOW,APPROVE,0
0.010844133734870977,LOW,APPROVE,0
0.004873705251869165,LOW,APPROVE,0
0.002987012375579676,LOW,APPROVE,0
0.0006362626726053676,LOW,APPROVE,0
0.007859095774707576,LOW,APPROVE,0
0.034528294074061834,LOW,APPROVE,0
0.010728913343243584,LOW,APPROVE,0
0.021542662634386808,LOW,APPROVE,0
0.026651255518899547,LOW,APPROVE,0
0.030593154798949057,LOW,APPROVE,0
0.06608162849806704,LOW,APPROVE,0
0.21256054317678497,MEDIUM,REVIEW,1
0.004751674102221182,LOW,APPROVE,0
0.03154339095935013,LOW,APPROVE,0
0.016423880018424934,LOW,APPROVE,0
0.012133682155621021,LOW,APPROVE,0
0.0048685338240627655,LOW,APPROVE,0
0.0102230599414709,LOW,APPROVE,0
0.012450924940241335,LOW,APPROVE,0
0.008903510560691358,LOW,APPROVE,0
0.003795171589347758,LOW,APPROVE,0
0.020135866740207946,LOW,APPROVE,0
0.0014620632824132286,LOW,APPROVE,0
0.0017581827140765907,LOW,APPROVE,0
0.017935834374432958,LOW,APPROVE,0
0.07204125455188876,LOW,APPROVE,0
0.01813194723880718,LOW,APPROVE,0
0.018931480187349425,LOW,APPROVE,0
0.003073678726980243,LOW,APPROVE,0
0.07428127556488946,LOW,APPROVE,0
0.0027507186313491024,LOW,APPROVE,0
0.02091397996548269,LOW,APPROVE,0
0.05017531366197614,LOW,APPROVE,1
0.010365350521900648,LOW,APPROVE,0
0.0024925153663834963,LOW,APPROVE,0
0.009912182435521201,LOW,APPROVE,0
0.009129002758599075,LOW,APPROVE,0
0.003133907600053799,LOW,APPROVE,0
0.01515030486878463,LOW,APPROVE,0
0.009134368608032739,LOW,APPROVE,0
0.04335924230929842,LOW,APPROVE,0
0.0013615534700835475,LOW,APPROVE,0
0.005312633206223782,LOW,APPROVE,0
0.010677151582230777,LOW,APPROVE,0
0.013812335824439213,LOW,APPROVE,0
0.0020706658415586277,LOW,APPROVE,0
0.00351896029189351,LOW,APPROVE,0
0.006315609852217182,LOW,APPROVE,0
0.00700388048682059,LOW,APPROVE,0
0.003357184421714568,LOW,APPROVE,0
0.02494295923160678,LOW,APPROVE,0
0.025259690738902288,LOW,APPROVE,0
0.004251764984657247,LOW,APPROVE,0
0.0029752089849941553,LOW,APPROVE,0
0.061231801004865576,LOW,APPROVE,1
0.004654492858900443,LOW,APPROVE,0
0.004142533282851708,LOW,APPROVE,0
0.0026647649520686527,LOW,APPROVE,0
0.000495377125984833,LOW,APPROVE,0
0.015602905623164014,LOW,APPROVE,0
0.008918923970020247,LOW,APPROVE,0
0.004011826741479256,LOW,APPROVE,0
0.03224571294411391,LOW,APPROVE,0
0.004390276058225934,LOW,APPROVE,0
0.01149681078154303,LOW,APPROVE,1
0.31524687277086266,MEDIUM,REVIEW,1
0.0066731015970743985,LOW,APPROVE,0
0.000495377125984833,LOW,APPROVE,0
0.0030211163407038067,LOW,APPROVE,0
0.0014438962727133671,LOW,APPROVE,0
0.007372174363872075,LOW,APPROVE,0
0.002795107339818298,LOW,APPROVE,0
0.010004296552641543,LOW,APPROVE,0
0.013765824086211874,LOW,APPROVE,0
0.0035907796983021237,LOW,APPROVE,0
0.011105655013372068,LOW,APPROVE,0
0.008455159628749436,LOW,APPROVE,0
0.0021208185995343896,LOW,APPROVE,0
0.011105655013372068,LOW,APPROVE,0
0.003116704215792454,LOW,APPROVE,0
0.002372845064020821,LOW,APPROVE,0
0.006789113529853921,LOW,APPROVE,0
0.011468248568286318,LOW,APPROVE,0
0.007338253486955996,LOW,APPROVE,0
0.0046837447510451324,LOW,APPROVE,0
0.008750813220173152,LOW,APPROVE,0
0.0017784503838427967,LOW,APPROVE,0
0.003833939284400952,LOW,APPROVE,0
0.002130649671213185,LOW,APPROVE,0
0.0026715806962543617,LOW,APPROVE,0
0.015275266724733332,LOW,APPROVE,0
0.0033172709856201157,LOW,APPROVE,0
0.0016595420314373713,LOW,APPROVE,0
0.015927122127927885,LOW,APPROVE,0
0.012725945555075245,LOW,APPROVE,0
0.0011132728299216251,LOW,APPROVE,0
0.0020657724825089057,LOW,APPROVE,0
0.0020365416700548664,LOW,APPROVE,0
0.002549503195355621,LOW,APPROVE,0
0.0041054538600479905,LOW,APPROVE,0
0.011105655013372068,LOW,APPROVE,0
0.00431161486401388,LOW,APPROVE,0
0.003860534544554075,LOW,APPROVE,0
0.006420754619603468,LOW,APPROVE,0
0.006207503029113994,LOW,APPROVE,0
0.00537095655085763,LOW,APPROVE,0
0.0042764323338295804,LOW,APPROVE,0
0.006339074324847682,LOW,APPROVE,0
0.008816830217997618,LOW,APPROVE,0
0.012901773812684264,LOW,APPROVE,0
0.11544491396538097,MEDIUM,REVIEW,0
0.03743334289297496,LOW,APPROVE,0
0.005187778291048095,LOW,APPROVE,0
0.010119201986139428,LOW,APPROVE,0
0.0033397789580836396,LOW,APPROVE,0
0.0024960113527278207,LOW,APPROVE,0
0.007450944477154054,LOW,APPROVE,0
0.001280543060933169,LOW,APPROVE,0
0.054768003863883905,LOW,APPROVE,1
0.007333687837481451,LOW,APPROVE,0
0.005052891584067073,LOW,APPROVE,0
0.0009103970032476524,LOW,APPROVE,0
0.054603584361026414,LOW,APPROVE,0
0.022668951475374857,LOW,APPROVE,0
0.006719631137285765,LOW,APPROVE,0
0.14257661498695545,MEDIUM,REVIEW,1
0.0066694737297534855,LOW,APPROVE,0
0.4978533720239995,MEDIUM,REVIEW,1
0.02436746147280616,LOW,APPROVE,0
0.0035596441004557755,LOW,APPROVE,0
0.01322870544575866,LOW,APPROVE,0
0.021414249770514166,LOW,APPROVE,0
0.006465098467121503,LOW,APPROVE,0
0.018947878236917414,LOW,APPROVE,0
0.006799558995251777,LOW,APPROVE,0
0.0042435929452179855,LOW,APPROVE,0
0.027257143324986105,LOW,APPROVE,0
0.011068269458777837,LOW,APPROVE,0
0.005657455656897231,LOW,APPROVE,0
0.28176289100940055,MEDIUM,REVIEW,1
0.10721533166457424,MEDIUM,REVIEW,0
0.002111903922736191,LOW,APPROVE,0
0.006717490153792804,LOW,APPROVE,0
0.0037259793380542768,LOW,APPROVE,0
0.0027978389453827564,LOW,APPROVE,0
0.018583664593287936,LOW,APPROVE,0
0.005464925389723125,LOW,APPROVE,0
0.006811414641509858,LOW,APPROVE,0
0.007708765681386037,LOW,APPROVE,0
0.10721533166457424,MEDIUM,REVIEW,0
0.010760184072769949,LOW,APPROVE,0
0.004203232107001557,LOW,APPROVE,0
0.010600674142111863,LOW,APPROVE,0
0.008373879607807,LOW,APPROVE,0
0.0033936435721222858,LOW,APPROVE,0
0.00105808754161876,LOW,APPROVE,0
0.03897808167720276,LOW,APPROVE,0
0.01740968676064125,LOW,APPROVE,0
0.16884522974190214,MEDIUM,REVIEW,0
0.004151352672470325,LOW,APPROVE,0
0.01816622595051276,LOW,APPROVE,0
0.0023711493358915107,LOW,APPROVE,0
0.26558878994577845,MEDIUM,REVIEW,0
0.0010386144808346238,LOW,APPROVE,0
0.0018176263188013153,LOW,APPROVE,0
0.003142103908926706,LOW,APPROVE,0
0.004151352672470325,LOW,APPROVE,0
0.09208899094306817,LOW,APPROVE,0
0.004012684942335164,LOW,APPROVE,0
0.0024727290867213067,LOW,APPROVE,0
0.03560120094328587,LOW,APPROVE,0
0.008273938813789607,LOW,APPROVE,0
0.004152665264573425,LOW,APPROVE,0
0.007344470644426985,LOW,APPROVE,0
0.04768125593629078,LOW,APPROVE,0
0.0021128188005492435,LOW,APPROVE,0
0.01925305113091764,LOW,APPROVE,0
0.004337456361483889,LOW,APPROVE,0
0.00434440839455351,LOW,APPROVE,0
0.0014086631193270687,LOW,APPROVE,0
0.011365935022621575,LOW,APPROVE,0
0.020111154637659452,LOW,APPROVE,0
0.035808416053326214,LOW,APPROVE,0
0.007673216545617478,LOW,APPROVE,0
0.005896568326598581,LOW,APPROVE,0
0.012885992385855841,LOW,APPROVE,0
0.00580460643019248,LOW,APPROVE,0
0.007267251772821361,LOW,APPROVE,0
0.004155272316173912,LOW,APPROVE,0
0.023938290009734832,LOW,APPROVE,0
0.004252545576995619,LOW,APPROVE,0
0.0034377236265879687,LOW,APPROVE,0
0.007124301176651091,LOW,APPROVE,0
0.002249725276450089,LOW,APPROVE,0
0.005770045950270876,LOW,APPROVE,0
0.0028717326191151746,LOW,APPROVE,0
0.0027812191651796127,LOW,APPROVE,0
0.006027320946315945,LOW,APPROVE,0
0.030877852576666347,LOW,APPROVE,1
0.0037308233620716703,LOW,APPROVE,0
0.003019816072707016,LOW,APPROVE,0
0.008275862264057798,LOW,APPROVE,0
0.031308486908982774,LOW,APPROVE,0
0.011293465830837608,LOW,APPROVE,0
0.009316901462907454,LOW,APPROVE,0
0.0031994559090209786,LOW,APPROVE,0
0.025732411389128917,LOW,APPROVE,0
0.005351370739350258,LOW,APPROVE,0
0.008640937469157225,LOW,APPROVE,0
0.0040082512278484346,LOW,APPROVE,0
0.002668010697507453,LOW,APPROVE,0
0.004473798305211065,LOW,APPROVE,0
0.011277153728756508,LOW,APPROVE,0
0.005278347347482826,LOW,APPROVE,0
0.004453929784450439,LOW,APPROVE,0
0.012495494312862176,LOW,APPROVE,0
0.0032762180407681723,LOW,APPROVE,0
0.006088489552587408,LOW,APPROVE,0
0.006609415860976719,LOW,APPROVE,0
0.01825831181226627,LOW,APPROVE,0
0.016540622579544254,LOW,APPROVE,0
0.004266430357634761,LOW,APPROVE,0
0.010200838668085523,LOW,APPROVE,0
0.038563606167626045,LOW,APPROVE,0
0.019878939161497303,LOW,APPROVE,0
0.025190380566482283,LOW,APPROVE,0
0.00963287136323961,LOW,APPROVE,0
0.022756862228657578,LOW,APPROVE,0
0.002159096459166315,LOW,APPROVE,0
0.01079893918636048,LOW,APPROVE,0
0.016347649073449298,LOW,APPROVE,0
0.00653973463273796,LOW,APPROVE,0
0.003662011909218689,LOW,APPROVE,0
0.007735104649810145,LOW,APPROVE,0
0.04656723561256831,LOW,APPROVE,1
0.008597120732807774,LOW,APPROVE,0
0.0026795665895610775,LOW,APPROVE,0
0.003722502384998028,LOW,APPROVE,0
0.016171211823316267,LOW,APPROVE,0
0.008065668285544357,LOW,APPROVE,0
0.014959644369102975,LOW,APPROVE,0
0.0026473139457636463,LOW,APPROVE,0
0.018119570634499375,LOW,APPROVE,0
0.019661059629892803,LOW,APPROVE,0
0.0012324950637219046,LOW,APPROVE,0
0.002302824086217795,LOW,APPROVE,0
0.01637609605439768,LOW,APPROVE,0
0.003939297975703988,LOW,APPROVE,0
0.030634802280742026,LOW,APPROVE,0
0.0005641136748044813,LOW,APPROVE,0
0.001586432601231946,LOW,APPROVE,0
0.003318301359736156,LOW,APPROVE,0
0.004523933041055922,LOW,APPROVE,0
0.006101938733612249,LOW,APPROVE,0
0.011946335341711361,LOW,APPROVE,0
0.006562775843227349,LOW,APPROVE,0
0.006015445684796667,LOW,APPROVE,0
0.00797071038242498,LOW,APPROVE,0
0.00020202267405803427,LOW,APPROVE,0
0.0015503850169804611,LOW,APPROVE,0
0.0045916864097949065,LOW,APPROVE,0
0.001895500294616227,LOW,APPROVE,0
0.012944628064806722,LOW,APPROVE,0
0.011151027076184247,LOW,APPROVE,0
0.09801916832530422,LOW,APPROVE,0
0.007820062991361886,LOW,APPROVE,0
0.0003494430262461193,LOW,APPROVE,0
0.0007496073671608302,LOW,APPROVE,0
0.0045829144693728,LOW,APPROVE,0
0.14276464728714133,MEDIUM,REVIEW,0
0.011970568368294039,LOW,APPROVE,0
0.005325171142896345,LOW,APPROVE,0
0.0065486148421724745,LOW,APPROVE,0
0.00660823739097567,LOW,APPROVE,0
0.004918776613723749,LOW,APPROVE,0
0.004108532607605594,LOW,APPROVE,0
0.0027235486845055374,LOW,APPROVE,0
0.009799531605652504,LOW,APPROVE,0
0.0036544313361582407,LOW,APPROVE,0
0.004865874262298549,LOW,APPROVE,0
0.006540795847820547,LOW,APPROVE,0
0.005340958289754332,LOW,APPROVE,0
0.0040543292577002905,LOW,APPROVE,0
0.00093935407609729,LOW,APPROVE,0
0.007256574484101131,LOW,APPROVE,0
0.017659599835009625,LOW,APPROVE,0
0.0043796164249779316,LOW,APPROVE,0
0.016434735237540778,LOW,APPROVE,0
0.0006974588214181431,LOW,APPROVE,0
0.5471332313645604,HIGH,BLOCK,0
0.004444451364601836,LOW,APPROVE,0
0.00438987967792081,LOW,APPROVE,0
0.011561776567567517,LOW,APPROVE,0
0.0014932640674643512,LOW,APPROVE,0
0.009343348667072517,LOW,APPROVE,0
0.006415655471152047,LOW,APPROVE,0
0.031119477252885587,LOW,APPROVE,0
0.021082371240195047,LOW,APPROVE,0
0.011587315462639332,LOW,APPROVE,0
0.0034922643538387622,LOW,APPROVE,0
0.018984340743197936,LOW,APPROVE,0
0.0736911850109128,LOW,APPROVE,0
0.004863734921622853,LOW,APPROVE,0
0.0028200601841458514,LOW,APPROVE,0
0.011917162937433152,LOW,APPROVE,0
0.00636304417727778,LOW,APPROVE,0
0.04543576472268985,LOW,APPROVE,0
0.005021694725497609,LOW,APPROVE,0
0.008927660021659569,LOW,APPROVE,0
0.0559481672035548,LOW,APPROVE,0
0.00276447011965357,LOW,APPROVE,0
0.011598725374129124,LOW,APPROVE,0
0.005559043481065136,LOW,APPROVE,0
0.01283234979193827,LOW,APPROVE,0
0.00452910336890297,LOW,APPROVE,0
0.12685138635489537,MEDIUM,REVIEW,0
0.0017015804536221087,LOW,APPROVE,0
0.005506987334706791,LOW,APPROVE,0
0.009232232045069635,LOW,APPROVE,0
0.0021071363755565237,LOW,APPROVE,0
0.006295230939733067,LOW,APPROVE,0
0.015088074448485833,LOW,APPROVE,0
0.007650791513736639,LOW,APPROVE,0
0.02603288228658204,LOW,APPROVE,0
0.0032880557674741452,LOW,APPROVE,0
0.005960670477335244,LOW,APPROVE,0
0.016530125487946582,LOW,APPROVE,0
0.012800673203483437,LOW,APPROVE,0
0.031841987630771576,LOW,APPROVE,0
0.013775196505740009,LOW,APPROVE,0
0.003106508630556684,LOW,APPROVE,0
0.005237478355685861,LOW,APPROVE,0
0.002270640534103307,LOW,APPROVE,0
0.04696792086728874,LOW,APPROVE,0
0.005748180185525015,LOW,APPROVE,0
0.030576736741111277,LOW,APPROVE,0
0.002051892197756324,LOW,APPROVE,0
0.01655232935637983,LOW,APPROVE,0
0.007467780638727844,LOW,APPROVE,0
0.006923448535029726,LOW,APPROVE,0
0.004812858306143029,LOW,APPROVE,0
0.3005780652147163,MEDIUM,REVIEW,1
0.0019473381919468595,LOW,APPROVE,0
0.0060037982162201445,LOW,APPROVE,0
0.019266354472712365,LOW,APPROVE,0
0.0023280023762250464,LOW,APPROVE,0
0.005187531993123995,LOW,APPROVE,0
0.15091540756328897,MEDIUM,REVIEW,1
0.012833481174319107,LOW,APPROVE,0
0.016706923207175328,LOW,APPROVE,0
0.022860825740907205,LOW,APPROVE,0
0.00474083265585539,LOW,APPROVE,0
0.001983811426784509,LOW,APPROVE,0
0.006611597438539697,LOW,APPROVE,0
0.013020996997678343,LOW,APPROVE,0
0.013020555180613538,LOW,APPROVE,0
0.022100747617645317,LOW,APPROVE,0
0.03738141535615414,LOW,APPROVE,0
0.26933039945819637,MEDIUM,REVIEW,0
0.0016037070270850432,LOW,APPROVE,0
0.07245184908368453,LOW,APPROVE,0
0.5342674305214421,HIGH,BLOCK,1
